timestamp,ch1,ch2,ch3,peak
1751468518.5765276,351.5904,677.376,908.544,0
1751468518.65024,351.5904,600.4992,908.544,0
1751468518.7259502,362.88,600.4992,941.8752,0
1751468518.801797,374.7072,532.2239999999999,993.4848,0
1751468518.8755465,374.7072,475.23839999999996,993.4848,0
1751468518.951142,387.072,430.6176,1089.1776,0
1751468519.027065,397.82399999999996,430.6176,1221.9648,0
1751468519.1009593,408.57599999999996,402.1248,1377.3311999999999,0
1751468519.1767666,408.57599999999996,382.23359999999997,1377.3311999999999,0
1751468519.2526574,419.328,382.23359999999997,1507.4304,0
1751468519.3285117,431.1552,365.0304,1599.8976,0
1751468519.402501,431.1552,351.0528,1599.8976,0
1751468519.4790606,442.9824,351.0528,1676.7743999999998,0
1751468519.5549614,455.3472,338.1504,1740.2112,0
1751468519.6286223,455.3472,330.08639999999997,1771.9296,0
1751468519.7041934,470.4,330.08639999999997,1771.9296,0
1751468519.7800508,491.904,326.3232,1783.7567999999999,0
1751468519.8537438,520.9344,329.0112,1778.9183999999998,0
1751468519.9293826,520.9344,329.0112,1774.08,0
1751468520.005332,569.856,336.5376,1774.08,0
1751468520.0791032,627.3792,347.28959999999995,1741.2864,0
1751468520.154651,627.3792,361.8048,1688.6016,0
1751468520.230537,689.2031999999999,361.8048,1688.6016,0
1751468520.3042197,752.1024,379.5456,1627.3152,0
1751468520.3798966,825.7536,396.74879999999996,1541.8367999999998,0
1751468520.4560635,825.7536,396.74879999999996,1416.0384,0
1751468520.5298877,916.0704,413.4144,1416.0384,0
1751468520.606314,1034.8799999999999,427.9296,1273.5744,0
1751468520.6822007,1034.8799999999999,427.9296,1135.9488,0
1751468520.756026,1162.8288,444.5952,1135.9488,0
1751468520.831732,1295.0783999999999,461.26079999999996,1025.2032,0
1751468520.907693,1295.0783999999999,461.26079999999996,912.8448,0
1751468520.9814172,1414.4255999999998,476.85119999999995,778.9824,0
1751468521.0574744,1521.408,495.1296,778.9824,0
1751468521.1335435,1607.9615999999999,495.1296,622.0032,0
1751468521.2094805,1607.9615999999999,525.7728,497.81759999999997,0
1751468521.2854462,1673.5487999999998,588.1343999999999,427.9296,0
1751468521.3613856,1709.568,680.6016,427.9296,0
1751468521.4351845,1709.568,680.6016,398.89919999999995,0
1751468521.5112824,1701.504,767.1551999999999,382.23359999999997,0
1751468521.5873516,1655.808,847.7951999999999,382.23359999999997,0
1751468521.6641748,1581.6191999999999,847.7951999999999,362.88,0
1751468521.7380388,1581.6191999999999,940.2624,340.3008,0
1751468521.813879,1486.464,1078.9632,326.3232,0
1751468521.8899298,1367.6544,1078.9632,326.3232,0
1751468521.963755,1367.6544,1271.424,329.0112,0
1751468522.039619,1227.8783999999998,1449.3696,340.3008,0
1751468522.115647,1068.7487999999998,1449.3696,340.3008,0
1751468522.1894145,1068.7487999999998,1595.0592,353.7408,0
1751468522.2650983,917.1456,1695.5903999999998,370.40639999999996,0
1751468522.3410714,758.016,1695.5903999999998,396.74879999999996,0
1751468522.4148715,610.1759999999999,1753.6511999999998,396.74879999999996,0
1751468522.4905467,610.1759999999999,1779.456,421.47839999999997,0
1751468522.5668516,484.3776,1750.9632,441.3696,0
1751468522.6409733,410.18879999999996,1750.9632,458.5728,0
1751468522.7166808,410.18879999999996,1681.0752,458.5728,0
1751468522.793487,375.2448,1577.856,476.31359999999995,0
1751468522.8674667,351.5904,1577.856,491.904,0
1751468522.9431763,331.69919999999996,1450.9823999999999,491.904,0
1751468523.0192962,331.69919999999996,1279.4879999999998,510.71999999999997,0
1751468523.093304,319.33439999999996,1279.4879999999998,556.9535999999999,0
1751468523.1690807,317.72159999999997,1082.7264,683.8272,0
1751468523.245106,317.72159999999997,892.9535999999999,683.8272,0
1751468523.3189085,329.0112,892.9535999999999,825.7536,0
1751468523.3948178,347.28959999999995,716.6207999999999,905.3184,0
1751468523.4708424,347.28959999999995,563.4047999999999,905.3184,0
1751468523.5468864,370.40639999999996,453.7344,993.4848,0
1751468523.6209853,392.448,453.7344,1190.7839999999999,0
1751468523.6969106,414.4896,397.82399999999996,1457.9712,0
1751468523.7730289,414.4896,365.568,1457.9712,0
1751468523.8470218,435.45599999999996,365.568,1635.3791999999999,0
1751468523.9238658,455.3472,342.4512,1740.7487999999998,0
1751468523.9999826,455.3472,328.4736,1780.5312,0
1751468524.0737705,483.3024,328.4736,1780.5312,0
1751468524.1497078,529.536,329.54879999999997,1776.7679999999998,0
1751468524.2258346,611.7887999999999,344.60159999999996,1736.4479999999999,0
1751468524.2997544,611.7887999999999,344.60159999999996,1736.4479999999999,0
1751468524.3754623,710.1696,365.568,1656.8832,0
1751468524.4514992,813.9264,391.9104,1541.8367999999998,0
1751468524.5253572,813.9264,391.9104,1350.9887999999999,0
1751468524.6011527,951.5519999999999,415.5648,1350.9887999999999,0
1751468524.6775355,1134.8736,438.68159999999995,1149.3888,0
1751468524.7515538,1134.8736,461.79839999999996,986.496,0
1751468524.827358,1320.3455999999999,461.79839999999996,986.496,0
1751468524.9034386,1481.6255999999998,486.52799999999996,811.2384,0
1751468524.9773998,1610.6496,524.6976,601.5744,0
1751468525.0540683,1610.6496,524.6976,456.4224,0
1751468525.1306493,1689.6768,619.3152,456.4224,0
1751468525.2047381,1699.3536,744.0383999999999,401.0496,0
1751468525.280623,1699.3536,744.0383999999999,377.3952,0
1751468525.3567512,1642.368,855.8592,349.44,0
1751468525.4307082,1536.9984,989.7216,349.44,0
1751468525.506529,1389.696,989.7216,327.936,0
1751468525.5826323,1389.696,1213.9008,332.23679999999996,0
1751468525.6565616,1210.6752,1447.7567999999999,332.23679999999996,0
1751468525.7328408,1010.688,1447.7567999999999,346.21439999999996,0
1751468525.8090825,1010.688,1626.24,365.568,0
1751468525.8853455,811.2384,1733.2223999999999,397.82399999999996,0
1751468525.9594927,620.928,1782.1439999999998,397.82399999999996,0
1751468526.0356658,469.3248,1782.1439999999998,427.9296,0
1751468526.1119752,469.3248,1749.888,451.58399999999995,0
1751468526.1890175,394.59839999999997,1652.0448,473.62559999999996,0
1751468526.2633889,359.65439999999995,1652.0448,473.62559999999996,0
1751468526.3372395,359.65439999999995,1512.8064,492.9792,0
1751468526.41308,334.9248,1327.3344,519.8592,0
1751468526.4892387,318.79679999999996,1327.3344,519.8592,0
1751468526.5632966,318.79679999999996,1087.5647999999999,602.112,0
1751468526.639228,321.4848,858.5472,789.1967999999999,0
1751468526.7154338,339.7632,858.5472,896.7167999999999,0
1751468526.7896876,365.0304,656.9472,896.7167999999999,0
1751468526.8657236,365.0304,497.81759999999997,999.3983999999999,0
1751468526.9420965,391.9104,410.72639999999996,1248.3072,0
1751468527.0164416,417.1776,410.72639999999996,1248.3072,0
1751468527.0926623,417.1776,368.256,1542.3744,0
1751468527.1676137,440.2944,341.9136,1702.5792,0
1751468527.2415786,466.0992,341.9136,1776.7679999999998,0
1751468527.3183157,504.26879999999994,327.936,1776.7679999999998,0
1751468527.3945568,504.26879999999994,336.0,1783.7567999999999,0
1751468527.468599,585.4463999999999,336.0,1742.3616,0
1751468527.5449193,694.0415999999999,354.816,1650.4319999999998,0
1751468527.621209,694.0415999999999,384.38399999999996,1650.4319999999998,0
1751468527.6975281,810.7008,384.38399999999996,1497.216,0
1751468527.7716188,968.2176,411.26399999999995,1268.1984,0
1751468527.8480318,968.2176,437.60639999999995,1268.1984,0
1751468527.9243777,1180.032,462.87359999999995,1061.2223999999999,0
1751468528.0006561,1383.2448,462.87359999999995,877.3631999999999,0
1751468528.0748398,1547.7504,491.904,647.2704,0
1751468528.1507962,1547.7504,542.976,647.2704,0
1751468528.227045,1662.2592,542.976,468.2496,0
1751468528.3012254,1704.192,667.6991999999999,401.0496,0
1751468528.3771327,1704.192,798.8735999999999,375.7824,0
1751468528.4541676,1662.2592,798.8735999999999,375.7824,0
1751468528.5283482,1552.5888,927.3599999999999,344.60159999999996,0
1751468528.604233,1397.2223999999999,1132.1856,327.936,0
1751468528.6805398,1397.2223999999999,1132.1856,327.936,0
1751468528.754692,1203.6863999999998,1397.76,338.1504,0
1751468528.8306503,988.6464,1603.1232,355.3536,0
1751468528.9072661,988.6464,1603.1232,381.69599999999997,0
1751468528.9815109,773.6064,1725.696,381.69599999999997,0
1751468529.0578058,573.6192,1779.9935999999998,417.1776,0
1751468529.134177,435.45599999999996,1745.5872,443.52,0
1751468529.2109222,435.45599999999996,1745.5872,467.712,0
1751468529.2851992,378.4704,1638.0672,467.712,0
1751468529.3612096,346.75199999999995,1483.2384,488.14079999999996,0
1751468529.4375887,346.75199999999995,1483.2384,511.79519999999997,0
1751468529.5117936,324.1728,1269.2736,511.79519999999997,0
1751468529.5888374,317.18399999999997,1012.3008,589.7471999999999,0
1751468529.664715,331.16159999999996,1012.3008,783.2832,0
1751468529.7386923,331.16159999999996,780.0576,899.4047999999999,0
1751468529.8146257,355.89119999999997,581.6831999999999,899.4047999999999,0
1751468529.890949,384.38399999999996,581.6831999999999,1013.9136,0
1751468529.9653933,384.38399999999996,447.28319999999997,1288.0896,0
1751468530.0416365,411.26399999999995,387.072,1576.7808,0
1751468530.1181033,437.06879999999995,351.5904,1576.7808,0
1751468530.1923826,437.06879999999995,351.5904,1725.1583999999998,0
1751468530.2685878,461.79839999999996,331.16159999999996,1781.0687999999998,0
1751468530.3440783,499.96799999999996,330.62399999999997,1781.0687999999998,0
1751468530.4180694,580.608,330.62399999999997,1775.1552,0
1751468530.494129,580.608,348.3648,1713.3311999999999,0
1751468530.570608,692.4287999999999,375.7824,1607.424,0
1751468530.6448154,813.3888,375.7824,1607.424,0
1751468530.7217674,813.3888,404.8128,1412.8128,0
1751468530.7981896,977.3567999999999,431.1552,1175.7312,0
1751468530.8724651,1193.472,431.1552,1175.7312,0
1751468530.9484932,1399.3727999999999,458.5728,985.9584,0
1751468531.025382,1399.3727999999999,484.3776,780.5952,0
1751468531.1000457,1562.8031999999998,528.9984,551.04,0
1751468531.1742837,1671.936,528.9984,551.04,0
1751468531.2500825,1671.936,644.0448,427.392,0
1751468531.3266103,1706.8799999999999,775.7568,388.1472,0
1751468531.4010944,1651.5072,775.7568,360.19199999999995,0
1751468531.47558,1532.1599999999999,900.4799999999999,360.19199999999995,0
1751468531.549668,1532.1599999999999,1092.4032,330.62399999999997,0
1751468531.6258144,1372.4928,1092.4032,329.0112,0
1751468531.7023196,1169.8175999999999,1358.5151999999998,329.0112,0
1751468531.776582,1169.8175999999999,1574.0928,344.60159999999996,0
1751468531.8536963,954.7775999999999,1574.0928,366.1056,0
1751468531.9295585,741.8879999999999,1714.4063999999998,398.36159999999995,0
1751468532.0036938,741.8879999999999,1777.8431999999998,398.36159999999995,0
1751468532.0781345,551.04,1777.8431999999998,429.0048,0
1751468532.1545274,424.16639999999995,1758.4895999999999,454.272,0
1751468532.2310052,373.632,1656.3455999999999,476.85119999999995,0
1751468532.3052158,373.632,1511.7312,476.85119999999995,0
1751468532.3815644,342.98879999999997,1511.7312,495.6672,0
1751468532.4580703,322.0224,1320.3455999999999,530.6111999999999,0
1751468532.534575,322.0224,1072.512,530.6111999999999,0
1751468532.6089246,315.5712,1072.512,654.7968,0
1751468532.684455,330.08639999999997,837.0432,829.5168,0
1751468532.7610629,353.7408,633.8303999999999,923.5967999999999,0
1751468532.8354373,353.7408,633.8303999999999,923.5967999999999,0
1751468532.9118993,381.1584,480.6144,1073.0495999999998,0
1751468532.9884045,406.9632,402.1248,1373.0303999999999,0
1751468533.062849,406.9632,402.1248,1373.0303999999999,0
1751468533.139371,432.768,362.88,1612.8,0
1751468533.2160392,454.8096,337.0752,1740.7487999999998,0
1751468533.2904427,488.14079999999996,325.7856,1783.2192,0
1751468533.366629,488.14079999999996,325.7856,1783.2192,0
1751468533.443152,554.2656,335.4624,1770.8544,0
1751468533.517478,655.3344,355.89119999999997,1707.9551999999999,0
1751468533.5936396,655.3344,355.89119999999997,1605.2736,0
1751468533.6701899,765.0047999999999,384.92159999999996,1605.2736,0
1751468533.744555,902.0927999999999,410.18879999999996,1423.5647999999999,0
1751468533.820649,902.0927999999999,410.18879999999996,1197.2351999999998,0
1751468533.8972006,1092.4032,434.91839999999996,1197.2351999999998,0
1751468533.9715917,1296.1535999999999,460.72319999999996,1013.376,0
1751468534.0489056,1474.0991999999999,460.72319999999996,831.6672,0
1751468534.125699,1474.0991999999999,487.06559999999996,609.1007999999999,0
1751468534.2005038,1607.9615999999999,533.2991999999999,609.1007999999999,0
1751468534.2770379,1690.2143999999998,645.6576,453.7344,0
1751468534.3530731,1690.2143999999998,645.6576,398.36159999999995,0
1751468534.427286,1696.6655999999998,771.9935999999999,374.7072,0
1751468534.5014803,1630.5408,886.5024,374.7072,0
1751468534.577712,1514.4191999999998,886.5024,345.13919999999996,0
1751468534.6543741,1514.4191999999998,1045.0944,326.3232,0
1751468534.7287982,1363.8912,1289.1648,326.3232,0
1751468534.805253,1176.2687999999998,1289.1648,332.23679999999996,0
1751468534.8819208,1176.2687999999998,1509.5808,347.8272,0
1751468534.9585683,978.4319999999999,1662.7967999999998,367.1808,0
1751468535.0330365,781.1328,1662.7967999999998,367.1808,0
1751468535.1074963,597.8112,1750.4255999999998,399.43679999999995,0
1751468535.1840858,597.8112,1780.5312,426.8544,0
1751468535.261127,458.0352,1729.9968,448.89599999999996,0
1751468535.3360658,391.3728,1729.9968,448.89599999999996,0
1751468535.4125803,391.3728,1627.3152,470.9376,0
1751468535.4891841,358.57919999999996,1491.3023999999998,488.14079999999996,0
1751468535.5658164,333.84959999999995,1491.3023999999998,510.1824,0
1751468535.6407125,317.72159999999997,1306.9055999999998,510.1824,0
1751468535.714955,317.72159999999997,1079.5008,574.6944,0
1751468535.791196,317.18399999999997,1079.5008,743.5007999999999,0
1751468535.8678021,331.16159999999996,869.2991999999999,743.5007999999999,0
1751468535.9422317,331.16159999999996,679.5264,862.3104,0
1751468536.0188026,353.2032,679.5264,943.4879999999999,0
1751468536.0952957,377.9328,524.16,1099.9296,0
1751468536.1696312,377.9328,426.3168,1099.9296,0
1751468536.2459068,401.5872,380.0832,1373.568,0
1751468536.3240495,423.09119999999996,380.0832,1592.9088,0
1751468536.3986378,444.0576,351.0528,1592.9088,0
1751468536.47294,444.0576,332.23679999999996,1716.5567999999998,0
1751468536.5494063,466.6368,332.23679999999996,1774.08,0
1751468536.626151,502.11839999999995,325.7856,1777.8431999999998,0
1751468536.700697,502.11839999999995,334.3872,1777.8431999999998,0
1751468536.7769306,570.9312,334.3872,1751.5007999999998,0
1751468536.8536186,661.2479999999999,352.128,1682.6879999999999,0
1751468536.928195,756.4032,377.3952,1582.6943999999999,0
1751468537.00451,756.4032,377.3952,1582.6943999999999,0
1751468537.0823295,867.1487999999999,399.9744,1416.576,0
1751468537.157036,1020.3648,420.94079999999997,1220.8896,0
1751468537.2315054,1020.3648,442.4448,1220.8896,0
1751468537.3068025,1197.2351999999998,442.4448,1057.4592,0
1751468537.3839097,1364.4288,463.41119999999995,909.6192,0
1751468537.4594424,1506.8927999999999,486.52799999999996,730.0608,0
1751468537.535913,1506.8927999999999,486.52799999999996,730.0608,0
1751468537.6126332,1614.9504,523.0848,547.8144,0
1751468537.6872554,1684.8383999999999,604.8,439.2192,0
1751468537.7636569,1684.8383999999999,604.8,398.89919999999995,0
1751468537.8404703,1703.1167999999998,714.4703999999999,398.89919999999995,0
1751468537.9150646,1666.0223999999998,816.6143999999999,379.008,0
1751468537.989829,1586.4576,816.6143999999999,355.3536,0
1751468538.065412,1586.4576,912.3072,355.3536,0
1751468538.1423028,1480.5503999999999,1054.2336,332.23679999999996,0
1751468538.2171504,1347.2256,1256.9088,325.248,0
1751468538.2915509,1347.2256,1256.9088,334.3872,0
1751468538.365989,1196.1599999999999,1446.6816,334.3872,0
1751468538.4428983,1031.6544,1595.5967999999998,346.75199999999995,0
1751468538.5186174,872.5247999999999,1595.5967999999998,362.88,0
1751468538.5937073,872.5247999999999,1697.7407999999998,386.53439999999995,0
1751468538.6681776,714.4703999999999,1756.8768,386.53439999999995,0
1751468538.742541,570.9312,1756.8768,412.33919999999995,0
1751468538.8189914,570.9312,1783.2192,431.6928,0
1751468538.8959007,461.79839999999996,1753.6511999999998,431.6928,0
1751468538.9709234,401.0496,1753.6511999999998,449.43359999999996,0
1751468539.0475466,401.0496,1685.376,466.0992,0
1751468539.1246278,371.48159999999996,1583.7695999999999,481.6896,0
1751468539.1993954,348.9024,1471.4112,481.6896,0
1751468539.2754378,331.16159999999996,1471.4112,494.592,0
1751468539.3522885,331.16159999999996,1325.7215999999999,517.1712,0
1751468539.426938,318.25919999999996,1147.7759999999998,566.0928,0
1751468539.5017066,313.9584,1147.7759999999998,566.0928,0
1751468539.578186,313.9584,977.3567999999999,692.4287999999999,0
1751468539.6551733,323.0976,819.3023999999999,816.6143999999999,0
1751468539.730539,336.0,819.3023999999999,816.6143999999999,0
1751468539.8069541,353.7408,676.8384,887.04,0
1751468539.8839574,353.7408,552.1152,948.3263999999999,0
1751468539.958747,373.09439999999995,552.1152,1053.1584,0
1751468540.0333688,391.3728,461.79839999999996,1053.1584,0
1751468540.109453,391.3728,410.18879999999996,1241.856,0
1751468540.1863654,409.65119999999996,380.6208,1461.1968,0
1751468540.261394,425.77919999999995,380.6208,1604.1984,0
1751468540.335936,439.7568,357.50399999999996,1604.1984,0
1751468540.4103775,439.7568,340.8384,1699.3536,0
1751468540.4868355,455.3472,340.8384,1757.952,0
1751468540.5641031,473.62559999999996,330.08639999999997,1757.952,0
1751468540.6389003,473.62559999999996,325.248,1781.6064,0
1751468540.7154076,499.43039999999996,325.248,1779.456,0
1751468540.7923965,544.5888,331.16159999999996,1768.704,0
1751468540.8679037,606.9504,340.8384,1768.704,0
1751468540.9424527,606.9504,340.8384,1726.2335999999998,0
1751468541.0170116,672.0,354.2784,1671.3983999999998,0
1751468541.091601,739.7375999999999,372.01919999999996,1606.8863999999999,0
1751468541.1683152,739.7375999999999,388.6848,1606.8863999999999,0
1751468541.2453618,810.7008,388.6848,1506.8927999999999,0
1751468541.320211,894.5663999999999,405.3504,1375.7184,0
1751468541.3947384,894.5663999999999,419.8656,1375.7184,0
1751468541.469296,1002.6239999999999,419.8656,1236.48,0
1751468541.5438368,1124.6591999999998,433.84319999999997,1117.6704,0
1751468541.6186142,1242.9312,448.89599999999996,1019.2896,0
1751468541.6952798,1242.9312,448.89599999999996,1019.2896,0
1751468541.772314,1355.2895999999998,462.33599999999996,920.9087999999999,0
1751468541.8471546,1452.0575999999999,477.38879999999995,810.1632,0
1751468541.9237506,1452.0575999999999,477.38879999999995,810.1632,0
1751468542.0016484,1538.0736,494.592,681.6768,0
1751468542.0765512,1605.8111999999999,519.8592,561.7919999999999,0
1751468542.153081,1660.6463999999999,561.2543999999999,476.31359999999995,0
1751468542.2300367,1660.6463999999999,561.2543999999999,476.31359999999995,0
1751468542.304811,1695.5903999999998,630.6048,426.8544,0
